Customer_ID,Tenure,MonthlyCharges,TotalCharges,Contract,PaymentMethod,PaperlessBilling,SeniorCitizen,Churn
C22039,21,3979,83559,One year,Credit Card,Yes,0,Yes
C22040,38,2888,109744,One year,Cash,No,0,Yes
C22041,55,4020,221100,Two year,Cash,Yes,0,Yes
C22042,26,3139,81614,Two year,Cash,Yes,0,Yes
C22043,5,514,2570,Month-to-month,Credit Card,Yes,0,No
C22044,29,2745,79605,Month-to-month,Credit Card,No,0,No
C22045,42,1671,70182,One year,Net Banking,No,1,No
C22046,47,2629,123563,One year,UPI,No,0,Yes
C22047,11,1144,12584,One year,Credit Card,No,0,No
C22048,8,679,5432,Month-to-month,Cash,No,0,No
C22049,23,4460,102580,One year,Credit Card,No,0,Yes
C22050,18,616,11088,Month-to-month,UPI,Yes,0,No
C22051,58,860,49880,Month-to-month,Credit Card,Yes,0,No
C22052,59,335,19765,One year,Net Banking,No,0,No
C22053,52,3182,165464,Two year,Credit Card,Yes,1,Yes
C22054,30,2185,65550,One year,Credit Card,No,0,No
C22055,54,3461,186894,One year,UPI,No,0,No
C22056,44,4560,200640,One year,Credit Card,No,0,No
C22057,28,3709,103852,Two year,UPI,Yes,0,No
C22058,37,3835,141895,One year,Credit Card,Yes,0,No
C22059,9,2947,26523,One year,Net Banking,Yes,0,No
C22060,12,325,3900,Two year,UPI,Yes,0,No
C22061,55,2249,123695,Two year,UPI,Yes,0,No
C22062,19,733,13927,Month-to-month,Net Banking,Yes,1,Yes
C22063,1,4138,4138,Month-to-month,Cash,No,1,No
C22064,56,2594,145264,Two year,Net Banking,No,0,No
C22065,34,2755,93670,Month-to-month,Credit Card,Yes,0,Yes
C22066,38,905,34390,Month-to-month,Cash,Yes,0,No
C22067,34,3103,105502,One year,Net Banking,Yes,0,Yes
C22068,34,2812,95608,One year,UPI,Yes,0,Yes
C22069,51,2417,123267,Two year,Cash,No,0,Yes
C22070,6,387,2322,Two year,Cash,Yes,0,No
C22071,34,4358,148172,One year,Cash,Yes,0,No
C22072,12,3926,47112,Month-to-month,Credit Card,Yes,0,Yes
C22073,44,1200,52800,One year,Net Banking,No,0,No
C22074,13,3679,47827,Two year,UPI,No,0,No
C22075,6,4700,28200,One year,Credit Card,No,0,No
C22076,8,4980,39840,One year,Net Banking,Yes,0,Yes
C22077,23,4834,111182,Month-to-month,Cash,Yes,0,Yes
C22078,40,2348,93920,Two year,UPI,No,0,No
C22079,23,1675,38525,Two year,Credit Card,Yes,1,No
C22080,50,401,20050,Month-to-month,Cash,Yes,0,Yes
C22081,41,934,38294,Month-to-month,UPI,No,0,No
C22082,50,3483,174150,One year,Cash,No,1,No
C22083,54,3270,176580,Month-to-month,Credit Card,Yes,0,No
C22084,30,3690,110700,Two year,Credit Card,No,0,No
C22085,38,1958,74404,One year,Cash,Yes,0,No
C22086,60,3421,205260,Two year,UPI,No,1,Yes
C22087,28,3606,100968,Month-to-month,Credit Card,No,0,No
C22088,51,3766,192066,Month-to-month,Cash,Yes,1,Yes
C22089,43,1732,74476,Two year,Net Banking,Yes,0,No
C22090,14,4899,68586,Month-to-month,UPI,Yes,0,No
C22091,58,2127,123366,Two year,UPI,No,0,Yes
C22092,30,915,27450,Two year,Cash,No,0,No
C22093,53,4821,255513,One year,Net Banking,No,0,Yes
C22094,48,1361,65328,One year,Cash,Yes,0,No
C22095,39,4297,167583,Month-to-month,UPI,Yes,0,No
C22096,17,3323,56491,One year,Cash,No,1,Yes
C22097,13,1380,17940,Two year,UPI,Yes,1,Yes
C22098,7,1086,7602,Month-to-month,Cash,Yes,0,No
C22099,39,1377,53703,One year,Net Banking,No,0,No
C22100,29,1433,41557,Month-to-month,Cash,Yes,1,No
C22101,20,2785,55700,One year,Net Banking,Yes,0,No
C22102,45,2134,96030,Two year,Cash,Yes,0,No
C22103,45,2416,108720,Two year,Net Banking,No,0,No
C22104,15,2576,38640,Two year,Cash,No,0,No
C22105,15,723,10845,Month-to-month,UPI,No,1,No
C22106,55,615,33825,One year,UPI,Yes,0,No
C22107,1,4335,4335,One year,UPI,Yes,0,No
C22108,52,3879,201708,One year,Credit Card,No,0,No
C22109,38,3391,128858,One year,Credit Card,Yes,0,No
C22110,4,4548,18192,Month-to-month,UPI,No,0,Yes
C22111,49,670,32830,Two year,UPI,Yes,0,No
C22112,53,1406,74518,Two year,Credit Card,Yes,1,No
C22113,24,4177,100248,Two year,UPI,Yes,0,No
C22114,57,3275,186675,Two year,Cash,Yes,1,No
C22115,47,4905,230535,Month-to-month,Credit Card,Yes,0,No
C22116,47,4518,212346,One year,Credit Card,Yes,0,No
C22117,13,3336,43368,Month-to-month,UPI,Yes,0,No
C22118,30,1438,43140,Two year,Cash,No,1,No
C22119,26,763,19838,Month-to-month,UPI,No,0,No
C22120,28,3136,87808,One year,Credit Card,Yes,0,Yes
C22121,24,910,21840,Month-to-month,Net Banking,No,0,Yes
C22122,46,1352,62192,One year,Cash,Yes,0,No
C22123,13,4654,60502,Two year,UPI,No,0,No
C22124,27,470,12690,Two year,Credit Card,No,0,No
C22125,24,2832,67968,Two year,Cash,No,0,Yes
C22126,54,4965,268110,Month-to-month,Cash,No,0,No
C22127,12,2759,33108,Month-to-month,UPI,No,0,No
C22128,26,4012,104312,Two year,Net Banking,No,0,No
C22129,9,3815,34335,Two year,Credit Card,Yes,1,No
C22130,15,3943,59145,Two year,Net Banking,No,1,Yes
C22131,4,2413,9652,Month-to-month,UPI,No,0,Yes
C22132,50,1076,53800,One year,Credit Card,Yes,0,Yes
C22133,28,2961,82908,Month-to-month,Net Banking,No,0,No
C22134,52,2167,112684,Two year,Cash,Yes,0,No
C22135,10,4308,43080,One year,Net Banking,Yes,1,No
C22136,36,3822,137592,Month-to-month,UPI,No,0,No
C22137,29,641,18589,One year,UPI,Yes,0,Yes
C22138,44,1813,79772,One year,Credit Card,Yes,0,No
C22139,13,962,12506,Month-to-month,Cash,Yes,1,No
C22140,59,1373,81007,Two year,Net Banking,Yes,0,No
C22141,51,3167,161517,One year,Cash,Yes,0,Yes
C22142,39,1145,44655,One year,UPI,Yes,0,No
C22143,29,2885,83665,Two year,Net Banking,No,0,Yes
C22144,21,1816,38136,Two year,Cash,No,0,No
C22145,27,631,17037,One year,Net Banking,No,0,No
C22146,48,1363,65424,Month-to-month,Cash,No,0,No
C22147,28,1344,37632,One year,Net Banking,No,0,No
C22148,57,2624,149568,Month-to-month,Net Banking,Yes,0,No
C22149,45,2129,95805,Month-to-month,Cash,Yes,0,Yes
C22150,24,3659,87816,Two year,UPI,Yes,1,No
C22151,58,3132,181656,Month-to-month,Net Banking,No,0,No
C22152,45,4171,187695,Two year,UPI,No,1,No
C22153,44,4344,191136,Two year,Credit Card,Yes,0,No
C22154,25,1938,48450,One year,Net Banking,Yes,1,Yes
C22155,53,1891,100223,Two year,Net Banking,No,1,No
C22156,19,3036,57684,Two year,UPI,Yes,0,No
C22157,5,2208,11040,Month-to-month,UPI,Yes,0,No
C22158,20,2392,47840,Month-to-month,UPI,Yes,1,No
C22159,42,1797,75474,Month-to-month,Net Banking,Yes,0,No
C22160,16,3055,48880,One year,Cash,No,0,No
C22161,49,1539,75411,One year,Cash,No,0,No
C22162,51,2561,130611,One year,Net Banking,No,0,No
C22163,24,1225,29400,Month-to-month,Cash,No,0,Yes
C22164,52,680,35360,One year,UPI,No,0,No
C22165,56,719,40264,One year,Cash,Yes,0,Yes
C22166,33,558,18414,Two year,Cash,Yes,0,No
C22167,19,1392,26448,Month-to-month,Credit Card,No,1,No
C22168,17,690,11730,Month-to-month,Credit Card,Yes,1,Yes
C22169,46,311,14306,Two year,Cash,Yes,0,No
C22170,34,2163,73542,One year,Cash,No,0,No
C22171,2,1730,3460,Two year,Credit Card,Yes,0,Yes
C22172,19,2088,39672,Two year,Net Banking,No,0,No
C22173,22,513,11286,Two year,Cash,No,0,Yes
C22174,14,4776,66864,One year,Cash,No,0,No
C22175,58,3711,215238,Two year,Credit Card,No,0,No
C22176,11,327,3597,Month-to-month,Cash,No,0,Yes
C22177,33,1160,38280,One year,Credit Card,Yes,0,No
C22178,27,498,13446,One year,Credit Card,Yes,0,No
C22179,43,2335,100405,Month-to-month,UPI,Yes,0,Yes
C22180,23,3045,70035,One year,Cash,No,0,No
C22181,9,3774,33966,Two year,Net Banking,No,1,Yes
C22182,30,4636,139080,Month-to-month,UPI,No,0,Yes
C22183,36,2765,99540,Two year,Cash,Yes,0,Yes
C22184,52,1979,102908,Month-to-month,Cash,Yes,0,No
C22185,22,2449,53878,Two year,UPI,No,0,No
C22186,27,2956,79812,One year,Credit Card,Yes,0,No
C22187,51,4770,243270,Two year,UPI,No,0,No
C22188,34,3599,122366,One year,Net Banking,No,0,No
C22189,39,581,22659,One year,Credit Card,Yes,0,No
C22190,48,3508,168384,Two year,Net Banking,Yes,0,No
C22191,8,697,5576,One year,UPI,No,0,No
C22192,51,2857,145707,One year,UPI,Yes,0,No
C22193,14,3405,47670,One year,Cash,Yes,0,No
C22194,3,4468,13404,One year,Cash,No,0,No
C22195,23,3392,78016,Two year,Net Banking,Yes,0,No
C22196,52,4687,243724,Two year,UPI,No,0,No
C22197,60,2657,159420,Month-to-month,Credit Card,Yes,1,No
C22198,43,4125,177375,One year,Credit Card,Yes,0,No
C22199,15,1727,25905,Month-to-month,Net Banking,No,0,No
C22200,41,4746,194586,Month-to-month,Cash,No,0,No
C22201,30,4348,130440,Two year,UPI,Yes,0,Yes
C22202,13,1993,25909,Two year,Net Banking,Yes,0,No
C22203,38,3794,144172,Two year,UPI,Yes,0,No
C22204,41,2744,112504,Month-to-month,UPI,Yes,0,No
C22205,60,3761,225660,One year,Credit Card,No,0,No
C22206,28,3464,96992,One year,Net Banking,No,0,No
C22207,52,882,45864,Month-to-month,Cash,No,0,No
C22208,58,1237,71746,Two year,Credit Card,No,0,No
C22209,53,4168,220904,One year,Credit Card,No,0,Yes
C22210,7,566,3962,Two year,Credit Card,No,1,No
C22211,58,865,50170,One year,Credit Card,No,1,No
C22212,54,1138,61452,Two year,Net Banking,No,0,No
C22213,3,2252,6756,One year,Cash,No,0,No
C22214,53,985,52205,One year,Credit Card,Yes,0,No
C22215,40,2821,112840,Month-to-month,Net Banking,No,1,No
C22216,6,3480,20880,Month-to-month,UPI,Yes,0,Yes
C22217,7,2060,14420,One year,Net Banking,No,1,No
C22218,6,3105,18630,Two year,Credit Card,No,1,No
C22219,51,4770,243270,Two year,UPI,No,0,Yes
C22220,13,4949,64337,Month-to-month,Cash,No,0,Yes
C22221,59,3967,234053,Two year,Cash,No,0,Yes
C22222,1,3512,3512,One year,Credit Card,Yes,0,No
C22223,57,4426,252282,Month-to-month,Cash,No,0,Yes
C22224,14,1943,27202,Two year,UPI,No,0,Yes
C22225,50,2857,142850,One year,Net Banking,Yes,0,No
C22226,48,4460,214080,One year,Credit Card,Yes,0,No
C22227,5,1967,9835,Two year,Cash,No,0,Yes
C22228,48,3779,181392,One year,UPI,Yes,1,No
C22229,45,2180,98100,Month-to-month,Credit Card,No,0,No
C22230,7,996,6972,One year,Credit Card,No,0,No
C22231,24,2470,59280,Two year,UPI,Yes,0,No
C22232,56,2010,112560,Month-to-month,Cash,Yes,1,No
C22233,55,3075,169125,One year,Net Banking,Yes,1,No
C22234,58,3773,218834,Two year,Cash,Yes,0,No
C22235,59,2646,156114,Month-to-month,Cash,No,1,Yes
C22236,12,4858,58296,Month-to-month,Net Banking,No,0,Yes
C22237,16,1194,19104,Month-to-month,Net Banking,No,1,No
C22238,37,1389,51393,One year,Credit Card,Yes,1,No
C22239,21,4539,95319,Month-to-month,Credit Card,No,0,No
C22240,8,4967,39736,Two year,Credit Card,No,0,Yes
C22241,43,4206,180858,Two year,Cash,Yes,0,Yes
C22242,31,1653,51243,Month-to-month,Cash,No,0,No
C22243,42,4270,179340,Two year,Net Banking,No,0,Yes
C22244,32,2988,95616,Month-to-month,Credit Card,Yes,0,No
C22245,3,4226,12678,Month-to-month,Cash,No,0,No
C22246,11,2109,23199,Month-to-month,Net Banking,Yes,0,No
C22247,53,1865,98845,Month-to-month,Cash,No,0,Yes
C22248,51,3435,175185,Month-to-month,Cash,No,0,No
C22249,9,2461,22149,Two year,UPI,No,0,No
C22250,18,2363,42534,One year,UPI,No,0,No
C22251,59,4558,268922,Month-to-month,Net Banking,No,1,No
C22252,6,1484,8904,Month-to-month,Cash,Yes,1,No
C22253,18,1424,25632,One year,Net Banking,No,1,No
C22254,29,1317,38193,Month-to-month,Credit Card,No,0,No
C22255,25,3310,82750,One year,Credit Card,Yes,1,No
C22256,9,1616,14544,One year,Cash,Yes,0,No
C22257,41,710,29110,Month-to-month,Cash,No,0,No
C22258,39,4724,184236,One year,UPI,Yes,0,No
C22259,50,2469,123450,Month-to-month,Credit Card,No,0,No
C22260,27,2088,56376,Month-to-month,Credit Card,No,0,Yes
C22261,19,3205,60895,Two year,Net Banking,Yes,0,No
C22262,47,4337,203839,Two year,Cash,Yes,0,No
C22263,27,3351,90477,Two year,Credit Card,No,0,No
C22264,40,1996,79840,Two year,Credit Card,No,0,No
C22265,39,4736,184704,Two year,Net Banking,No,0,Yes
C22266,13,3691,47983,Two year,UPI,Yes,0,Yes
C22267,35,4694,164290,Month-to-month,Net Banking,No,0,No
C22268,40,1410,56400,One year,Net Banking,No,0,No
C22269,41,4941,202581,Two year,Credit Card,No,0,Yes
C22270,15,2218,33270,Two year,Credit Card,Yes,0,Yes
C22271,32,2140,68480,Month-to-month,UPI,Yes,0,No
C22272,25,3578,89450,Two year,UPI,Yes,0,No
C22273,34,1592,54128,One year,Cash,No,0,Yes
C22274,41,2983,122303,Two year,Net Banking,No,0,No
C22275,35,4383,153405,Month-to-month,Cash,Yes,0,No
C22276,57,2890,164730,Two year,UPI,Yes,0,No
C22277,50,1549,77450,Two year,Cash,No,0,Yes
C22278,39,3242,126438,One year,Net Banking,No,0,No
C22279,1,2421,2421,One year,Net Banking,No,0,No
C22280,14,2594,36316,Month-to-month,UPI,Yes,0,No
C22281,44,4763,209572,One year,Net Banking,No,0,No
C22282,19,3432,65208,Two year,Cash,No,0,No
C22283,51,2493,127143,One year,Cash,No,1,No
C22284,11,1430,15730,Month-to-month,Credit Card,Yes,0,No
C22285,55,3212,176660,One year,Cash,No,0,Yes
C22286,26,2837,73762,Two year,Cash,Yes,0,No
C22287,8,1503,12024,Month-to-month,Credit Card,No,0,Yes
C22288,50,4015,200750,Month-to-month,UPI,Yes,0,No
C22289,30,4179,125370,One year,UPI,No,1,No
C22290,26,1622,42172,One year,Credit Card,Yes,0,No
C22291,10,4769,47690,Month-to-month,Credit Card,No,0,Yes
C22292,44,4321,190124,Two year,Cash,Yes,0,No
C22293,11,4926,54186,One year,Cash,No,0,No
C22294,26,336,8736,One year,Cash,Yes,0,No
C22295,5,1201,6005,Two year,Cash,No,0,Yes
C22296,2,2577,5154,One year,UPI,Yes,0,No
C22297,13,3240,42120,One year,Net Banking,Yes,0,No
C22298,13,3285,42705,Month-to-month,UPI,Yes,0,No
C22299,51,2836,144636,Two year,Cash,Yes,1,No
C22300,36,1924,69264,One year,Credit Card,No,1,No
C22301,54,3545,191430,One year,Net Banking,Yes,0,No
C22302,33,1933,63789,Two year,Cash,Yes,0,No
C22303,45,4386,197370,One year,Cash,Yes,0,No
C22304,25,632,15800,One year,Net Banking,Yes,1,Yes
C22305,5,455,2275,Month-to-month,Cash,Yes,1,No
C22306,15,2497,37455,One year,Credit Card,Yes,1,No
C22307,37,4889,180893,Two year,Credit Card,No,0,No
C22308,33,4580,151140,One year,Net Banking,No,0,No
C22309,8,1125,9000,One year,Net Banking,Yes,0,No
C22310,25,3002,75050,One year,Net Banking,Yes,0,No
C22311,5,1545,7725,Two year,Cash,Yes,0,No
C22312,54,4276,230904,Two year,UPI,No,0,No
C22313,33,4656,153648,One year,Cash,Yes,0,No
C22314,37,4214,155918,One year,UPI,No,0,No
C22315,60,2302,138120,Month-to-month,Credit Card,No,0,No
C22316,18,3936,70848,One year,Credit Card,Yes,0,Yes
C22317,47,4671,219537,Two year,Net Banking,Yes,0,No
C22318,49,3335,163415,Two year,Net Banking,Yes,1,No
C22319,59,2152,126968,One year,Credit Card,Yes,0,No
C22320,41,614,25174,Month-to-month,Cash,No,0,No
C22321,59,728,42952,One year,Cash,Yes,0,No
C22322,49,3762,184338,One year,Net Banking,No,0,No
C22323,16,4866,77856,Two year,Net Banking,Yes,1,Yes
C22324,26,4297,111722,Two year,Cash,Yes,0,No
C22325,36,2720,97920,One year,Net Banking,No,1,Yes
C22326,35,2243,78505,One year,UPI,Yes,0,No
C22327,17,3313,56321,One year,UPI,No,1,No
C22328,59,3783,223197,One year,Net Banking,No,0,No
C22329,38,3483,132354,Two year,Net Banking,Yes,0,Yes
C22330,48,1485,71280,Two year,Credit Card,Yes,0,No
C22331,42,3463,145446,One year,Credit Card,Yes,0,No
C22332,39,1771,69069,One year,Cash,Yes,0,Yes
C22333,50,4450,222500,One year,Credit Card,Yes,1,No
C22334,12,1238,14856,Two year,Net Banking,Yes,1,No
C22335,27,2891,78057,Month-to-month,UPI,No,0,No
C22336,22,333,7326,One year,Credit Card,Yes,0,No
C22337,10,3849,38490,Month-to-month,Credit Card,Yes,0,No
C22338,39,3086,120354,Month-to-month,Net Banking,No,0,Yes
C22339,23,4112,94576,One year,Net Banking,Yes,1,Yes
C22340,57,4311,245727,Month-to-month,UPI,No,1,No
C22341,43,2515,108145,One year,Net Banking,No,0,No
C22342,53,1987,105311,Month-to-month,Cash,Yes,0,No
C22343,36,943,33948,Month-to-month,UPI,No,1,No
C22344,30,2712,81360,Month-to-month,UPI,Yes,1,No
C22345,52,1043,54236,One year,Net Banking,No,0,No
C22346,19,3401,64619,One year,UPI,Yes,0,No
C22347,12,4173,50076,One year,Net Banking,Yes,1,No
C22348,15,2093,31395,Month-to-month,Credit Card,Yes,0,Yes
C22349,29,2552,74008,Two year,Credit Card,No,0,No
C22350,51,2782,141882,Month-to-month,Net Banking,Yes,0,No
C22351,34,476,16184,Month-to-month,Cash,No,0,Yes
C22352,36,4980,179280,Two year,Credit Card,Yes,0,Yes
C22353,46,3703,170338,Two year,Credit Card,No,0,No
C22354,40,2993,119720,Two year,Credit Card,Yes,0,No
C22355,56,3633,203448,One year,Credit Card,Yes,1,No
C22356,4,2903,11612,Month-to-month,Cash,No,0,No
C22357,5,443,2215,Two year,Cash,Yes,0,No
C22358,60,2007,120420,One year,Credit Card,Yes,0,Yes
C22359,41,3617,148297,One year,Cash,No,0,No
C22360,11,2527,27797,Two year,UPI,No,1,No
C22361,35,2029,71015,Month-to-month,UPI,Yes,0,No
C22362,57,2808,160056,Two year,Credit Card,Yes,0,Yes
C22363,12,467,5604,Month-to-month,Net Banking,Yes,1,No
C22364,47,1845,86715,Month-to-month,Net Banking,No,0,No
C22365,56,3769,211064,One year,Credit Card,No,0,Yes
C22366,54,4550,245700,Month-to-month,UPI,Yes,0,No
C22367,34,377,12818,Two year,UPI,Yes,0,No
C22368,18,1843,33174,One year,Credit Card,No,0,No
C22369,8,3049,24392,One year,Cash,Yes,0,No
C22370,27,2816,76032,Month-to-month,UPI,Yes,0,Yes
C22371,29,4335,125715,One year,Net Banking,Yes,0,No
C22372,13,585,7605,Month-to-month,Cash,No,0,No
C22373,48,611,29328,Month-to-month,Credit Card,No,0,No
C22374,51,4168,212568,Month-to-month,Credit Card,Yes,0,No
C22375,11,1777,19547,Two year,Net Banking,Yes,0,No
C22376,43,3375,145125,One year,Cash,Yes,1,Yes
C22377,60,4174,250440,One year,UPI,No,0,Yes
C22378,6,1382,8292,Month-to-month,Cash,No,0,No
C22379,35,4989,174615,Month-to-month,UPI,No,0,No
C22380,48,3013,144624,Two year,Net Banking,Yes,0,No
C22381,32,740,23680,One year,Credit Card,No,0,No
C22382,15,674,10110,Two year,Cash,No,0,Yes
C22383,59,1833,108147,Month-to-month,Net Banking,No,0,No
C22384,9,1601,14409,Two year,UPI,Yes,0,No
C22385,58,3668,212744,Month-to-month,UPI,No,0,No
C22386,55,2616,143880,Two year,Cash,No,0,No
C22387,12,378,4536,Month-to-month,UPI,Yes,0,No
C22388,1,1066,1066,Two year,Cash,Yes,0,No
C22389,27,2767,74709,Two year,Credit Card,No,0,No
C22390,45,3008,135360,Month-to-month,Credit Card,Yes,0,No
C22391,5,716,3580,One year,Credit Card,Yes,0,No
C22392,1,3161,3161,Two year,Cash,No,0,No
C22393,17,3919,66623,One year,Credit Card,No,1,No
C22394,7,743,5201,Month-to-month,UPI,Yes,0,No
C22395,46,2989,137494,Two year,Cash,Yes,1,Yes
C22396,6,2276,13656,Month-to-month,Credit Card,Yes,0,Yes
C22397,43,1432,61576,Two year,Credit Card,No,0,Yes
C22398,59,3068,181012,One year,Credit Card,Yes,0,No
C22399,17,4306,73202,Month-to-month,Net Banking,Yes,0,No
C22400,18,2535,45630,Month-to-month,UPI,Yes,0,No
C22401,37,4951,183187,Month-to-month,Cash,Yes,1,Yes
C22402,24,4629,111096,Month-to-month,Credit Card,No,0,No
C22403,58,971,56318,Two year,UPI,No,0,Yes
C22404,9,4642,41778,Month-to-month,Credit Card,No,0,No
C22405,13,4080,53040,Month-to-month,Cash,Yes,0,No
C22406,26,2128,55328,Month-to-month,UPI,Yes,0,Yes
C22407,28,4545,127260,Two year,Cash,No,0,No
C22408,28,1707,47796,Two year,Credit Card,Yes,0,No
C22409,42,4541,190722,One year,Credit Card,Yes,0,No
C22410,4,3559,14236,Month-to-month,UPI,No,1,No
C22411,59,3983,234997,Month-to-month,Cash,Yes,0,No
C22412,52,3600,187200,Two year,Cash,Yes,0,No
C22413,19,2957,56183,One year,Cash,Yes,0,No
C22414,48,1192,57216,Two year,Credit Card,Yes,0,No
C22415,52,3224,167648,Two year,Net Banking,Yes,0,No
C22416,55,3251,178805,One year,Net Banking,No,0,No
C22417,51,3005,153255,One year,Net Banking,Yes,0,No
C22418,38,4889,185782,Two year,UPI,No,1,Yes
C22419,49,3828,187572,Month-to-month,Cash,Yes,0,No
C22420,22,4157,91454,Month-to-month,Net Banking,No,0,No
C22421,35,1983,69405,Two year,Cash,No,0,Yes
C22422,32,777,24864,Two year,Cash,No,0,No
C22423,1,571,571,Month-to-month,Credit Card,Yes,0,No
C22424,58,1178,68324,Two year,Cash,No,0,No
C22425,32,4339,138848,Two year,UPI,Yes,0,Yes
C22426,37,2341,86617,Two year,Credit Card,No,0,No
C22427,25,3371,84275,Month-to-month,Credit Card,No,0,No
C22428,30,2701,81030,Month-to-month,Net Banking,No,0,Yes
C22429,20,4114,82280,Month-to-month,Cash,No,0,No
C22430,12,1390,16680,Two year,UPI,No,1,No
C22431,46,944,43424,Month-to-month,UPI,Yes,0,No
C22432,34,3213,109242,One year,Net Banking,No,0,Yes
C22433,44,3561,156684,Month-to-month,UPI,No,0,No
C22434,44,1595,70180,Two year,Credit Card,No,0,No
C22435,34,848,28832,Two year,UPI,No,0,No
C22436,5,2502,12510,One year,Cash,Yes,1,No
C22437,10,3366,33660,Two year,Cash,Yes,0,Yes
C22438,59,3337,196883,Two year,UPI,Yes,1,No
C22439,51,4697,239547,Month-to-month,Cash,No,0,No
C22440,51,2140,109140,Month-to-month,UPI,Yes,1,Yes
C22441,31,4998,154938,Two year,Credit Card,No,0,Yes
C22442,56,2746,153776,Month-to-month,Credit Card,Yes,1,Yes
C22443,4,1818,7272,One year,UPI,No,1,No
C22444,20,1608,32160,Month-to-month,Net Banking,Yes,1,Yes
C22445,40,3171,126840,Two year,UPI,No,0,Yes
C22446,5,763,3815,One year,UPI,Yes,1,No
C22447,21,4119,86499,Month-to-month,Credit Card,Yes,0,No
C22448,7,2787,19509,Two year,Cash,No,0,No
C22449,42,2378,99876,Month-to-month,Net Banking,Yes,0,No
C22450,55,3946,217030,Two year,Net Banking,No,0,No
C22451,19,3549,67431,Month-to-month,UPI,No,0,No
C22452,20,1921,38420,Two year,Cash,No,0,No
C22453,24,994,23856,Two year,Credit Card,No,0,No
C22454,59,1289,76051,Month-to-month,Cash,Yes,0,No
C22455,25,893,22325,One year,UPI,No,0,Yes
C22456,14,973,13622,One year,Net Banking,No,0,No
C22457,27,718,19386,Two year,Cash,No,1,No
C22458,20,2486,49720,Two year,Net Banking,Yes,0,No
C22459,2,3584,7168,One year,UPI,No,0,No
C22460,27,1980,53460,Two year,Cash,No,0,No
C22461,2,1575,3150,Month-to-month,Net Banking,Yes,0,No
C22462,21,4058,85218,Month-to-month,Credit Card,No,0,No
C22463,2,2914,5828,Two year,Credit Card,Yes,0,No
C22464,34,3402,115668,Month-to-month,Credit Card,No,0,No
C22465,47,2043,96021,One year,Cash,Yes,0,No
C22466,53,4994,264682,One year,UPI,No,1,No
C22467,3,945,2835,One year,Credit Card,No,0,No
C22468,50,4438,221900,One year,Cash,Yes,0,Yes
C22469,43,2963,127409,One year,Credit Card,No,0,No
C22470,50,1763,88150,One year,Credit Card,Yes,0,Yes
C22471,56,1069,59864,Two year,UPI,Yes,0,No
C22472,57,3150,179550,Month-to-month,Credit Card,No,0,No
C22473,52,1874,97448,Two year,UPI,No,0,Yes
C22474,54,3890,210060,Two year,UPI,Yes,0,No
C22475,9,300,2700,Two year,Cash,Yes,0,No
C22476,48,3148,151104,One year,Net Banking,Yes,0,No
C22477,44,2971,130724,One year,UPI,No,0,No
C22478,55,2778,152790,One year,UPI,No,1,No
C22479,26,969,25194,Two year,UPI,No,0,Yes
C22480,24,3329,79896,Two year,Net Banking,Yes,0,Yes
C22481,26,3908,101608,Two year,Credit Card,No,0,Yes
C22482,42,1085,45570,Month-to-month,Cash,No,0,No
C22483,33,4035,133155,Month-to-month,Net Banking,No,0,No
C22484,14,2394,33516,One year,Credit Card,No,0,Yes
C22485,48,2306,110688,Two year,Cash,No,0,Yes
C22486,5,2514,12570,Month-to-month,Cash,Yes,0,Yes
C22487,16,2310,36960,One year,Net Banking,Yes,0,No
C22488,47,340,15980,Two year,Credit Card,Yes,0,Yes
C22489,44,4269,187836,Month-to-month,Cash,No,0,No
C22490,9,1722,15498,Month-to-month,Cash,No,0,No
C22491,6,2375,14250,Two year,UPI,Yes,0,No
C22492,31,710,22010,One year,Credit Card,Yes,0,Yes
C22493,2,3454,6908,One year,Net Banking,No,0,No
C22494,22,3956,87032,Month-to-month,Net Banking,Yes,0,No
C22495,47,825,38775,One year,Credit Card,No,0,No
C22496,34,4844,164696,One year,UPI,No,0,Yes
C22497,37,4641,171717,Two year,Net Banking,Yes,1,No
C22498,46,4283,197018,One year,Net Banking,No,0,No
C22499,27,3618,97686,Month-to-month,Cash,Yes,1,No
C22500,52,1880,97760,One year,Net Banking,Yes,0,No
C22501,54,4090,220860,Two year,UPI,No,0,No
C22502,1,1326,1326,Month-to-month,Net Banking,No,0,No
C22503,13,1876,24388,Month-to-month,Cash,No,0,Yes
C22504,56,2696,150976,One year,Net Banking,No,0,No
C22505,6,2585,15510,Month-to-month,UPI,No,0,No
C22506,41,4915,201515,One year,Cash,Yes,0,No
C22507,23,4655,107065,One year,Cash,No,0,No
C22508,5,2596,12980,Month-to-month,UPI,No,0,No
C22509,11,1817,19987,Month-to-month,UPI,No,0,Yes
C22510,12,538,6456,Two year,Credit Card,No,0,Yes
C22511,15,601,9015,Two year,Credit Card,No,0,Yes
C22512,38,1395,53010,Two year,UPI,No,0,No
C22513,7,818,5726,One year,Net Banking,Yes,1,No
C22514,8,1551,12408,Two year,Net Banking,Yes,0,No
C22515,1,426,426,One year,Cash,Yes,0,No
C22516,47,3309,155523,One year,Cash,No,0,No
C22517,36,1536,55296,One year,Credit Card,Yes,1,No
C22518,7,4263,29841,Two year,Net Banking,Yes,1,Yes
C22519,60,1410,84600,Month-to-month,UPI,No,0,No
C22520,29,1390,40310,One year,UPI,No,0,No
